occurred_at,source,source_id,name,icon,meal,quantity,units,calories,fat,protein,carbs,saturated_fat,sugars,fibre,cholesterol,sodium
"2019-10-07 00:00:00",loseit,,"Cheese curls",Default,snacks,1,Serving,65,3.9,0.6,6.8,0.3,0.9,0.5,,
"2019-10-07 00:00:00",loseit,,Noodles,StirFryNoodles,dinner,50,Grams,78,0.3,3.3,15,0.1,0.45,,,18.5
"2019-10-07 00:00:00",loseit,,"Chinese stir fry meal kit",StirFry,dinner,0.5,Serving,139,4.25,16.5,8,0.65,7.5,1.25,,260
"2019-10-07 00:00:00",loseit,,"Salad Crisp Sweetcorn",Corn,dinner,0.5,Serving,31,,,,,,,,
"2019-10-07 00:00:00",loseit,,"Strawberry Yogurt",Yogurt,snacks,2,Servings,180,0,10,36,,24,,9,170
"2019-10-07 00:00:00",loseit,,Chocolate,Chocolate,snacks,2,Pieces,84,9.2,2,21,5.9,20.5,0.8,,
"2019-10-08 00:00:00",loseit,,"Pain au chocolat",Pastry,breakfast,2,Servings,368,18.2,6.2,44,8,15,2.6,,0.26
"2019-10-08 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-08 00:00:00",loseit,,"Chinese stir fry meal kit",StirFry,lunch,0.5,Serving,139,4.25,16.5,8,0.65,7.5,1.25,,260
"2019-10-08 00:00:00",loseit,,Noodles,StirFryNoodles,lunch,50,Grams,78,0.3,3.3,15,0.1,0.45,,,18.5
"2019-10-08 00:00:00",loseit,,"Salad Crisp Sweetcorn",Corn,lunch,0.5,Serving,31,,,,,,,,
"2019-10-08 00:00:00",loseit,,"Crunchie 26.1g",Chocolate,snacks,1,Serving,155,4.5,0.8,19,2.6,17,0.3,,
"2019-10-08 00:00:00",loseit,,"Chocolate Coated Rice Cake Bar",Bar,snacks,1,Serving,93,4.8,,,2.8,6.1,,,0.1
"2019-10-08 00:00:00",loseit,,"Smoked Pancetta",Bacon,dinner,57,Grams,163,14.25,9.12,0.28,5.36,0.28,0.28,0,2.22
"2019-10-08 00:00:00",loseit,,"Creamy Tomato And Bacon",Tomato,dinner,167,Grams,160,13.19,2.5,7.35,1.5,6.68,1,,
"2019-10-08 00:00:00",loseit,,"Fusilli Pasta",Pasta,dinner,100,Grams,357,0,14,72,,,,,0.1
"2019-10-08 00:00:00",loseit,,"Cheese, Cheddar Mild, Grated",Cheese,dinner,1,Ounce,121,10.45,6.89,0,6.89,0,0,0,197.7
"2019-10-08 00:00:00",loseit,,"Medium Banana Milkshake",Milk,dinner,1,Serving,386,7.6,9.2,70,5.1,59,0.6,,
"2019-10-08 00:00:00",loseit,,"Strawberry Yogurt",Yogurt,dinner,2,Servings,180,0,10,36,,24,,9,170
"2019-10-09 00:00:00",loseit,,Nandos,FrenchFries,lunch,1,Serving,465,,,,,,,,
"2019-10-09 00:00:00",loseit,,"Butterfly Burger",Hamburger,lunch,1,Serving,548,13.4,64.2,41.5,2.6,4.8,4.1,,1120
"2019-10-09 00:00:00",loseit,,"Premium Lemonade",Lemonade,lunch,330,Milliliters,36,,,7.92,,7.92,,,99
"2019-10-09 00:00:00",loseit,,"Orange tango",Liquid,lunch,250,Milliliters,48,0,,,0,,,11,
"2019-10-09 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-09 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-09 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-09 00:00:00",loseit,,Toastie,Toast,dinner,0.5,Serving,216,,,,,,,,
"2019-10-09 00:00:00",loseit,,"Mini Chicken Satay",Chicken,dinner,100,Grams,170,6.4,23.7,4.4,0.9,2.5,0.7,,2000
"2019-10-09 00:00:00",loseit,,Smiths,Default,dinner,0.5,Serving,44,2.5,0.6,31.25,0.15,,0.15,,
"2019-10-09 00:00:00",loseit,,"Twirl 21.5g",Chocolate,snacks,1,Serving,114,,,,,,,,
"2019-10-09 00:00:00",loseit,,"Apple Juice",Juice,snacks,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-10 00:00:00",loseit,,"Apple Juice",Juice,breakfast,2,Servings,22,0.17,0.17,5.67,0.3,5.67,0.17,,
"2019-10-10 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-10 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-10 00:00:00",loseit,,"Cider, Apple, Alcoholic, Draught",Cider,dinner,355,Milliliters,160,0,0,14.2,0,14.2,0,0,63.9
"2019-10-10 00:00:00",loseit,,"Magherita Pizza",Pizza,dinner,2,Servings,474,,,,,,,,
"2019-10-10 00:00:00",loseit,,"Coffee, Cappuccino, Latte",Latte,lunch,100,Milliliters,27,1,2,3,1,2,0,3,25
"2019-10-10 00:00:00",loseit,,"Mcdonalds Medium Coke",Juice,dinner,1,Serving,170,0,0,42,0,42,0,,
"2019-10-10 00:00:00",loseit,,"Hamburger, Quarter Pounder With Cheese",Hamburger,dinner,1,Serving,518,27,31,37,13,10,25,,2.5
"2019-10-10 00:00:00",loseit,,"Irn Bru",Juice,snacks,330,Milliliters,138,0,0,35,0,35,0,0,8
"2019-10-11 00:00:00",loseit,,"Tortilla chips lightly salted",Default,lunch,0.25,Serving,85,9.6,,,0.9,,,,0.4
"2019-10-11 00:00:00",loseit,,"Mild salsa dip",Default,lunch,100,Grams,37,1,1,7,,6,1,,426
"2019-10-11 00:00:00",loseit,,"Chocolate Fingers",Chocolate,lunch,4,Sticks,104,,,,,,,,
"2019-10-11 00:00:00",loseit,,"Apple Juice",Juice,lunch,2,Servings,22,0.17,0.17,5.67,0.3,5.67,0.17,,
"2019-10-11 00:00:00",loseit,,"Strawberry Yogurt",Yogurt,lunch,2,Servings,180,0,10,36,,24,,9,170
"2019-10-11 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-10-11 00:00:00",loseit,,"BBQ Chicken And Bacon Crispy Big Flavour Wrap",Wrap,dinner,0.5,Serving,250,,,,,,,,
"2019-10-11 00:00:00",loseit,,"Cheese Bites",Cheese,dinner,5,Pieces,250,17,9.2,16,6.5,0.6,1.8,,
"2019-10-11 00:00:00",loseit,,"Fries, Medium",FrenchFries,dinner,0.5,Serving,169,8.55,3.56,20.65,0.78,0.28,1.85,,0.31
"2019-10-11 00:00:00",loseit,,"Medium Banana Milkshake",Milk,dinner,0.333,Serving,129,2.53,3.6,23.31,1.7,19.65,0.2,,
"2019-10-12 00:00:00",loseit,,"Bread, Wholemeal, Toasted",WhiteBread,breakfast,1,Slice,77,0.9,3.3,14.7,0.3,0.9,2.4,0,141
"2019-10-12 00:00:00",loseit,,"Jam, Berry",Jam,breakfast,1,Tablespoon,39,0,0,9.91,0,9.91,0,0,1.77
"2019-10-12 00:00:00",loseit,,"Squash, Apple & Blackcurrant, Double Concentrate, No Added",Juice,breakfast,1,Serving,2,0.1,0.1,0.1,,,0.1,40,0.4
"2019-10-12 00:00:00",loseit,,"Tangy Cheese Crisps",TortillaChip,lunch,100,Grams,499,26.3,6.8,55.4,2.4,2.6,6.67,,
"2019-10-12 00:00:00",loseit,,Mini,Default,dinner,3,Servings,294,,,,,,,,
"2019-10-12 00:00:00",loseit,,"Candy, Fruit, Original, 18g",Candy,dinner,1,Pouch,73,0.8,0,16.3,0.3,16.2,,,3.6
"2019-10-12 00:00:00",loseit,,"Homemade Curry",Curry,dinner,1,Serving,333,,,,,,,,
"2019-10-12 00:00:00",loseit,,"Beef Stroganoff",Beef,dinner,1,Serving,444,22.9,29.2,5.6,11.5,3.6,5.6,,1580
"2019-10-12 00:00:00",loseit,,"Vegetables, Mixed, Frozen, Boiled in Unsalted Water",Vegetable,dinner,1,"Dry Cup",76,1.8,5.4,12.6,,7.2,,0,27
"2019-10-12 00:00:00",loseit,,"Small McDonalds orange juice",OrangeJuice,snacks,150,Milliliters,65,0,1.2,13,0,13,0.9,0,0
"2019-10-12 00:00:00",loseit,,"Rice, White, Boiled, No Added Salt",Rice,dinner,1,"Metric Cup",267,0,4.97,59.6,,0,59.6,0,4.97
"2019-10-12 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,snacks,250,Milliliters,2,0.5,0.5,0.3,0.5,0.3,0.5,,0.2
"2019-10-13 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-13 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-13 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-13 00:00:00",loseit,,"Chicken Fajita Mix",Chicken,lunch,1,Serving,200,,,,,,,,
"2019-10-13 00:00:00",loseit,,"Wrap, Plain Tortilla",Tortilla,lunch,4,Each,728,12.8,20.8,127.2,5.6,,9.6,960,0.96
"2019-10-13 00:00:00",loseit,,"Tomato Ketchup",Ketchup,lunch,1,Tablespoon,17,0,0.3,4.29,0,4.14,0.15,0,118.29
"2019-10-13 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,lunch,250,Milliliters,2,0.5,0.5,0.3,0.5,0.3,0.5,,0.2
"2019-10-13 00:00:00",loseit,,"Apple Juice",Juice,snacks,2,Servings,22,0.17,0.17,5.67,0.3,5.67,0.17,,
"2019-10-13 00:00:00",loseit,,"Dessert Pots Milk Chocolate",Yogurt,snacks,1,Serving,149,7.3,,,4.6,16,,,
"2019-10-14 00:00:00",loseit,,"Bacon Roll",Roll,breakfast,1,Serving,323,8.4,18,43,2.7,7,1.3,,1.5
"2019-10-14 00:00:00",loseit,,"Hash Brown",Hash,breakfast,1,Serving,136,8.2,1,14,0.8,0.3,1.3,,0.68
"2019-10-14 00:00:00",loseit,,"Small McDonalds orange juice",OrangeJuice,breakfast,150,Milliliters,65,0,1.2,13,0,13,0.9,0,0
"2019-10-14 00:00:00",loseit,,"Apple Juice",Juice,snacks,2,Servings,22,0.17,0.17,5.67,0.3,5.67,0.17,,
"2019-10-14 00:00:00",loseit,,"Casserole, Sausage, Homemade",Casserole,dinner,1,Serving,413,27.5,30,12.5,10,5,5,100,1107.5
"2019-10-14 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,lunch,400,Milliliters,4,0.8,0.8,0.48,0.8,0.48,0.8,,0.3
"2019-10-14 00:00:00",loseit,,"Water, Distilled",Water,lunch,400,Milliliters,0,0,0,0,0,0,0,0,0
"2019-10-14 00:00:00",loseit,,"Long Grain Rice",Rice,dinner,0.5,Serving,90,1,1.7,18,0.2,0.25,,,0.1
"2019-10-15 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-15 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-15 00:00:00",loseit,,"Apple Juice",Juice,breakfast,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-15 00:00:00",loseit,,"330ml Can",Default,snacks,330,Milliliters,89,0,,22,0,22,,,0
"2019-10-15 00:00:00",loseit,,"Hawaiian pizza",Pizza,lunch,1,Serving,334,6,42,24,,5,4.5,,
"2019-10-15 00:00:00",loseit,,"Apple Juice",Juice,lunch,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-15 00:00:00",loseit,,"Baked Beans",BakedBeans,dinner,0.5,Serving,92,0.45,4.85,14.5,0.15,6,4.8,,415
"2019-10-15 00:00:00",loseit,,"Bread, White, Toasted",WhiteBread,dinner,1,Slice,80,0.6,3,16.8,0,1.2,0.9,0,147
"2019-10-15 00:00:00",loseit,,"Dessert Pots Milk Chocolate",Yogurt,dinner,1,Serving,149,7.3,,,4.6,16,,,
"2019-10-15 00:00:00",loseit,,"Chocolate Caramel Donut",Donut,dinner,1,Serving,280,8,5,49,4,26,1,,320
"2019-10-16 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-16 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-16 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,breakfast,200,Milliliters,2,0.4,0.4,0.24,0.4,0.24,0.4,,0.2
"2019-10-16 00:00:00",loseit,,"Cheese And Ham White Bread",WhiteBread,lunch,1,Serving,241,,,,,,,,
"2019-10-16 00:00:00",loseit,,"Ham and cheese wrap",Wrap,lunch,0.5,Serving,170,10.5,12,26,4.5,4,1.5,42.5,1060
"2019-10-16 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,lunch,200,Milliliters,2,0.4,0.4,0.24,0.4,0.24,0.4,,0.2
"2019-10-16 00:00:00",loseit,,"Water, Distilled",Water,lunch,200,Milliliters,0,0,0,0,0,0,0,0,0
"2019-10-16 00:00:00",loseit,,"Chocolate Caramel Donut",Donut,snacks,1,Serving,280,8,5,49,4,26,1,,320
"2019-10-16 00:00:00",loseit,,"Cheese curls",Default,snacks,1,Serving,65,3.9,0.6,6.8,0.3,0.9,0.5,,
"2019-10-16 00:00:00",loseit,,"Beef Lasagna",Lasagna,dinner,1,Serving,250,,,,,,,,
"2019-10-16 00:00:00",loseit,,"Baked Beans",BakedBeans,dinner,0.5,Serving,92,0.45,4.85,14.5,0.15,6,4.8,,415
"2019-10-16 00:00:00",loseit,,"Milk, Flavoured, Pasteurised, Strawberry, Banana",Milk,dinner,250,Milliliters,160,5,10,25,2.5,22.5,0,17.5,130
"2019-10-16 00:00:00",loseit,,"Soda, Dr. Pepper",CocaCola,snacks,165,Milliliters,49,0,0,11.88,0,11.88,,,0
"2019-10-17 00:00:00",loseit,,"Chocolate Coated Rice Cake Bar",Bar,breakfast,1,Serving,93,4.8,,,2.8,6.1,,,0.1
"2019-10-17 00:00:00",loseit,,"Pain au chocolat",Pastry,breakfast,2,Servings,368,18.2,6.2,44,8,15,2.6,,0.26
"2019-10-17 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-17 00:00:00",loseit,,"Apple Juice",Juice,breakfast,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-17 00:00:00",loseit,,"Cheese curls",Default,snacks,1,Serving,65,3.9,0.6,6.8,0.3,0.9,0.5,,
"2019-10-17 00:00:00",loseit,,"Edamame, With Salt",Salt,dinner,1,Serving,179,6.2,13.4,7.4,0.9,0.2,20,,0.8
"2019-10-17 00:00:00",loseit,,"Chicken And Prawn Yaki Soba",Prawn,dinner,1,Serving,700,33.4,34.7,62.3,4.3,,,,
"2019-10-17 00:00:00",loseit,,"koppaburg mixed fruits alcohol free",Cider,dinner,1,Serving,92,2,2,24.27,,24.53,,,
"2019-10-17 00:00:00",loseit,,"Cheese Bites",Cheese,snacks,5,Pieces,250,17,9.2,16,6.5,0.6,1.8,,
"2019-10-18 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-18 00:00:00",loseit,,"Nutella Portion",Chocolate,breakfast,2,Teaspoons,300,6,1,11,,,,,
"2019-10-18 00:00:00",loseit,,"Bread, White, Toasted",WhiteBread,breakfast,2,Slices,160,1.2,6,33.6,0,2.4,1.8,0,294
"2019-10-18 00:00:00",loseit,,"Ham Sandwich",Sandwich,lunch,1,Serving,250,,,,,,,,
"2019-10-18 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,lunch,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-18 00:00:00",loseit,,"Digestive, Milk Chocolate",Cookie,snacks,1,Piece,83,3.9,1.1,10.4,2.1,4.9,0.5,,
"2019-10-18 00:00:00",loseit,,"Fanta Orange 330ml",Orange,snacks,330,Milliliters,96,0,0,23,,23,,,0
"2019-10-18 00:00:00",loseit,,"Chili Con Carne, Homemade",TomatoSoup,dinner,1,"Dry Cup",316,21.4,23.67,10.52,7.89,7.89,,63.12,265.63
"2019-10-18 00:00:00",loseit,,"Long Grain Rice",Rice,dinner,0.5,Serving,90,1,1.7,18,0.2,0.25,,,0.1
"2019-10-18 00:00:00",loseit,,"330ml Can",Default,snacks,330,Milliliters,89,0,,22,0,22,,,0
"2019-10-18 00:00:00",loseit,,"Brocolli And Blue Cheese Soup",Soup,snacks,200,Grams,107,6.8,5.2,4.6,3.6,3,2,,400
"2019-10-19 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-19 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-19 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-19 00:00:00",loseit,,"Brocolli And Blue Cheese Soup",Soup,lunch,200,Grams,107,6.8,5.2,4.6,3.6,3,2,,400
"2019-10-19 00:00:00",loseit,,"French Stick With Butter Aoli Oli",Butter,lunch,1,Serving,359,,,,,,,,
"2019-10-19 00:00:00",loseit,,"Cocktail Sausages & Ketchup",Sausage,snacks,1,Package,272,17,13.2,,5.7,6.1,,,
"2019-10-19 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,snacks,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
"2019-10-19 00:00:00",loseit,,"Chicken Kiev",Chicken,dinner,1,Piece,398,30.5,14.64,14.64,12.8,0.85,2.32,,1.22
"2019-10-19 00:00:00",loseit,,"Petits Pois, Frozen",Vegetable,dinner,80,Grams,55,0.5,4.3,5.4,0.1,3.3,4.8,,0.1
"2019-10-19 00:00:00",loseit,,"Baby New Potatoes Roasted",Potato,dinner,1,Serving,210,,,,,,,,
"2019-10-19 00:00:00",loseit,,"Apple Juice",Juice,snacks,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-19 00:00:00",loseit,,"Cheese Bites",Cheese,snacks,2,Pieces,100,6.8,3.68,6.4,2.6,0.24,0.72,,
"2019-10-20 00:00:00",loseit,,"Apple Juice",Juice,breakfast,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-20 00:00:00",loseit,,"Pains Au Chocolate",Croissant,breakfast,1,Each,184,9.1,3.1,22,4,7.5,,,
"2019-10-20 00:00:00",loseit,,"Fanta Orange 330ml",Orange,lunch,330,Milliliters,96,0,0,23,,23,,,0
"2019-10-20 00:00:00",loseit,,"White Chocolate Mocha, Grande, Semi Skimmed",Coffee,lunch,1,Serving,471,18.4,14.9,62.7,12.3,59.1,0,,242.9
"2019-10-20 00:00:00",loseit,,"Mini Cheese And Ham Toastie",Toast,lunch,1,Serving,318,14.5,22.1,23.7,8.7,3,1.8,,230
"2019-10-20 00:00:00",loseit,,"Chicken, Meat, Avg, Roasted",Chicken,dinner,50,Grams,89,4,13.5,0,1,0,0,52.5,40
"2019-10-20 00:00:00",loseit,,"Brussels Sprouts, Boiled in Unsalted Water",BrusselSprout,dinner,1,"Dry Cup",55,1.56,4.68,6.24,0,4.68,,0,3.12
"2019-10-20 00:00:00",loseit,,"Carrots, Boiled in Unsalted Water",Carrot,dinner,0.5,"Dry Cup",23,0.8,0.8,4.8,0,4.8,2.4,0,23.2
"2019-10-20 00:00:00",loseit,,"Roast Potatoes",Potato,dinner,0.5,Serving,76,2.8,1.45,13.62,0.14,0.56,0.98,,25.27
"2019-10-20 00:00:00",loseit,,"Stuffing, Sage & Onion",Onion,dinner,1,Serving,73,0.7,2,14.5,0,0.8,,,0.28
"2019-10-20 00:00:00",loseit,,"Broccoli, Fresh, Boiled, Drnd",Broccoli,dinner,0.25,"Dry Cup",12,0,1.95,0,0,0,0,0,8.58
"2019-10-20 00:00:00",loseit,,"Cauliflower, Boiled, Drnd",Cauliflower,dinner,0.25,"Dry Cup",8,0,0.62,0.62,0,0.62,0,0,9.61
"2019-10-20 00:00:00",loseit,,"Gravy Instant Granules",SpiceBrown,dinner,1,Teaspoon,8,0.32,0.8,1.3,0.22,0.1,0.4,,106
"2019-10-21 00:00:00",loseit,,Toastie,Sandwich,lunch,1,Serving,343,,,,,,,,
"2019-10-21 00:00:00",loseit,,"Bavarian Smoked Cheese 150g",Cheese,lunch,25,Grams,84,6.75,5.25,0.5,4.67,0.5,0,,0.2
"2019-10-21 00:00:00",loseit,,"Peperami Salami",Sausage,lunch,1,Serving,124,11,6,0.25,4.75,0.25,,,1000
"2019-10-21 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-10-21 00:00:00",loseit,,"Mini Chicken Satay",Chicken,lunch,100,Grams,170,6.4,23.7,4.4,0.9,2.5,0.7,,2000
"2019-10-21 00:00:00",loseit,,Smiths,Default,lunch,1,Serving,87,4.1,1.2,62.5,0.3,,0.3,,
"2019-10-21 00:00:00",loseit,,"Mini Sausage Roll",Roll,lunch,2,Servings,68,3.8,,,,,,,
"2019-10-21 00:00:00",loseit,,"Sausage Rissoto",Sausage,dinner,1,Serving,380,,,,,,,,
"2019-10-21 00:00:00",loseit,,"Bacon Rashers, Back, Grilled",Bacon,dinner,1,Piece,77,5.94,6.21,0,2.16,0,0,20.25,375.3
"2019-10-22 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,breakfast,200,Milliliters,2,0.4,0.4,0.24,0.4,0.24,0.4,,0.2
"2019-10-22 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-22 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-22 00:00:00",loseit,,"Cheeseburger, Bacon Double",Hamburger,lunch,1,Serving,376,17.9,2.7,33.5,8,7.3,1.7,,1163
"2019-10-22 00:00:00",loseit,,"Cheese Bites",Cheese,lunch,3,Pieces,150,10.2,5.52,9.6,3.9,0.36,1.8,,
"2019-10-22 00:00:00",loseit,,"Fries, Medium",FrenchFries,lunch,0.25,Serving,84,4.27,1.78,10.33,0.39,0.14,0.93,,0.16
"2019-10-22 00:00:00",loseit,,"Mcdonalds Medium Coke",Juice,lunch,1,Serving,170,0,0,42,0,42,0,,
"2019-10-22 00:00:00",loseit,,"Double Strength Orange And Mango Squash No Added Sugar 750ml",Orange,snacks,200,Milliliters,2,0.4,0.4,0.24,0.4,0.24,0.4,,0.2
"2019-10-22 00:00:00",loseit,,"Water, Distilled",Water,snacks,200,Milliliters,0,0,0,0,0,0,0,0,0
"2019-10-22 00:00:00",loseit,,"Fortisip Strawberry",Liquid,dinner,1,Serving,150,5.8,5.9,18.4,0.6,6.7,0,,
"2019-10-23 00:00:00",loseit,,"Apple Juice",Juice,breakfast,1,Serving,11,0.8,0.8,2.83,0.2,2.83,0.8,,
"2019-10-23 00:00:00",loseit,,"Milk, Semi-Skimmed, Pasteurised, Average",Milk,breakfast,250,Milliliters,115,5,10,12.5,2.5,12.5,0,15,107.5
"2019-10-23 00:00:00",loseit,,"Cereal, Cheerios",Cereal,breakfast,30,Grams,174,3.1,6.9,28.4,1.4,12.1,2.2,,0.45
"2019-10-23 00:00:00",loseit,,"Pad Thai, Chicken",Pasta,lunch,0.5,Serving,515,16.5,23.5,68.5,,,,,
"2019-10-23 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-10-23 00:00:00",loseit,,"Can Of Coke",CocaCola,lunch,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-10-23 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-10-23 00:00:00",loseit,,"Baked Beans",BakedBeans,dinner,0.75,Serving,138,0.68,7.28,21.75,0.23,9,7.2,,622.5
"2019-10-23 00:00:00",loseit,,"Bread, White, Toasted",WhiteBread,dinner,1.5,Slices,120,0.9,4.5,25.2,0,1.8,1.35,0,220.5
"2019-10-23 00:00:00",loseit,,"Strawberry Yogurt",Yogurt,dinner,1,Serving,90,0,5,18,,12,,4.5,85
"2019-10-24 00:00:00",loseit,,Lolly,Candy,snacks,1,Serving,16,,,,,,,,
"2019-10-24 00:00:00",loseit,,"Ham and Cheese baguette",Baguette,lunch,1,Serving,200,19,29,66,,,,,
"2019-10-24 00:00:00",loseit,,"Cucumber, Raw, Flesh and Skin",Cucumber,lunch,1,"Dry Cup",15,1.4,1.4,1.4,,1.4,1.4,0,4.16
"2019-10-24 00:00:00",loseit,,"Mini Chicken Satay",Chicken,lunch,100,Grams,170,6.4,23.7,4.4,0.9,2.5,0.7,,2000
"2019-10-24 00:00:00",loseit,,"Pasta Sauce",Sauce,dinner,0.5,Pot,77,,2,6,,,,,
"2019-10-24 00:00:00",loseit,,"Penne Pasta",Pasta,dinner,1,Serving,270,2.55,11.21,54,0.48,1.2,3.23,,27.17
"2019-10-24 00:00:00",loseit,,"Twirl 21.5g",Chocolate,dinner,1,Serving,114,,,,,,,,
"2019-10-24 00:00:00",loseit,,"Fizzy Cola laces",Fern,snacks,20,Each,455,3,3.5,102.5,1.5,65,2,,
"2019-10-25 00:00:00",loseit,,"Fortisip Strawberry",Liquid,breakfast,1,Serving,150,5.8,5.9,18.4,0.6,6.7,0,,
"2019-10-25 00:00:00",loseit,,"Can Of Coke",CocaCola,snacks,12,Ounces,140,0,0,39,0,39,0,0,45
"2019-10-25 00:00:00",loseit,,"Penne Pasta",Pasta,lunch,1,Serving,270,2.55,11.21,54,0.48,1.2,3.23,,27.17
"2019-10-25 00:00:00",loseit,,"Pasta Sauce",Sauce,lunch,0.5,Pot,77,,2,6,,,,,
"2019-10-25 00:00:00",loseit,,"Large Texas BBQ",Default,dinner,4,Servings,764,19.2,41.6,104,,,,,
"2019-10-25 00:00:00",loseit,,"Potato Wedges",Potato,dinner,0.25,Serving,75,,,,,,,,
"2019-10-25 00:00:00",loseit,,"Fizzy Multicolour Belts",SnapBean,snacks,15,Slices,276,1.5,1.8,63.9,0.9,42.9,1.2,,
"2019-10-25 00:00:00",loseit,,"Soda, Orange",CocaCola,snacks,1.25,Liters,238,0,0,,0,,0,0,
"2019-10-26 00:00:00",loseit,,"Caramel Cappuccino, Skimmed, In, Med",Coffee,breakfast,1,Serving,163,1.5,11.3,26.8,0.7,26.1,0,0,300
